id,text,favorites,retweets,date,tweet_datetime,date_part,time_part,hour,year,month,text_topic_modelling,text_EDA,text_sentiment_analysis,text_LSTM,60mins_price_diff_abs,60mins_price_diff_perc,45mins_price_diff_abs,45mins_price_diff_perc,30mins_price_diff_abs,30mins_price_diff_perc,15mins_price_diff_abs,15mins_price_diff_perc
9.3534e+17,Thank you Rand! https://t.co/NvPeleVmub,42793,9125,2017-11-28 02:50:00,2017-11-28 10:50:00,2017-11-28,10:50:00,10,2017,11,thank rand,Thank you Rand! https://t.co/NvPeleVmub,Thank you Rand!,thank you rand,0.3849999999999909,0.0014745308310991608,0.11499999999995225,0.00044044427422425215,-0.010000000000047748,-3.829950210665549e-05,0.049999999999954525,0.0001914975105321889
8.99798e+17,"Join me live from Fort Myer in Arlington, Virginia. ➡️https://t.co/LOV4StdJDj",36009,4891,2017-08-22 01:00:00,2017-08-22 09:00:00,2017-08-22,09:00:00,9,2017,8,join live fort myer arlington virginia,"Join me live from Fort Myer in Arlington, Virginia. ➡️https://t.co/LOV4StdJDj","Join me live from Fort Myer in Arlington, Virginia. ➡️",join me live from fort myer in arlington virginia,0.5900000000000034,0.0024213075060532828,0.5900000000000034,0.0024213075060532828,-0.08999999999997499,-0.0003693519924487011,-0.03999999999999204,-0.00016415644108832455
8.9397e+17,Thank you Nicole! https://t.co/KlWN05uFOx,43367,8275,2017-05-08 23:01:00,2017-05-09 07:01:00,2017-05-09,07:01:00,7,2017,5,thank nicole,Thank you Nicole! https://t.co/KlWN05uFOx,Thank you Nicole!,thank you nicole,0.06499999999999773,0.0002709744658676299,0.014999999999986358,6.253256904632145e-05,0.08500000000000796,0.000354351224596177,0.06499999999999773,0.0002709744658676299
8.81977e+17,Thank you to Shawn Steel for the nice words on @FoxNews.,50956,7465,2017-03-07 20:44:00,2017-03-08 04:44:00,2017-03-08,04:44:00,4,2017,3,thank shawn steel nice word,Thank you to Shawn Steel for the nice words on @FoxNews.,Thank you to Shawn Steel for the nice words on .,thank you to shawn steel for the nice word on,0.14285714285716722,0.0006030781106769977,0.09600000000000364,0.0004052684903748887,0.12999999999999545,0.0005488010807159551,0.03499999999999659,0.00014775413711582485
8.78725e+17,MAKE AMERICA GREAT AGAIN!,134210,36346,2017-06-24 21:23:00,2017-06-25 05:23:00,2017-06-25,05:23:00,5,2017,6,make america great,MAKE AMERICA GREAT AGAIN!,MAKE AMERICA GREAT AGAIN!,make america great again,0.005714285714276457,2.3484579242412056e-05,0.004285714285714448,1.7613434431838243e-05,0.0028571428571524393,1.174228962126443e-05,0.0014285714285620088,5.871144810573812e-06
8.74084e+17,"My daughter, Ivanka, will be on @foxandfriends tomorrow morning. Enjoy!",50169,6877,2017-12-06 02:02:00,2017-12-06 10:02:00,2017-12-06,10:02:00,10,2017,12,daughter ivanka tomorrow morning enjoy,"My daughter, Ivanka, will be on @foxandfriends tomorrow morning. Enjoy!","My daughter, Ivanka, will be on tomorrow morning. Enjoy!",my daughter ivanka will be on tomorrow morning enjoy,-0.03500000000002501,-0.0001328399278869912,-0.17000000000001592,-0.0006452225068792709,-0.2950000000000159,-0.0011196508207610434,-0.5049999999999955,-0.0019166903880823434
8.52985e+17,Weekly Address- https://t.co/tpZ7eqJLUH https://t.co/B2NQzj53ft,28250,5616,2017-04-14 20:41:00,2017-04-15 04:41:00,2017-04-15,04:41:00,4,2017,4,weekly address,Weekly Address- https://t.co/tpZ7eqJLUH https://t.co/B2NQzj53ft,Weekly Address-,weekly address,-0.00012499999999704414,-5.376207320190232e-07,-9.374999999067768e-05,-4.032155489837072e-07,-6.249999998431122e-05,-2.688103659483912e-07,-3.125000000636646e-05,-1.34405183035316e-07
8.32375e+17,'Trump signs bill undoing Obama coal mining rule' https://t.co/yMfT5r5RGh,79427,15157,2017-02-16 23:44:00,2017-02-17 07:44:00,2017-02-17,07:44:00,7,2017,2,trump sign bill undoing obama coal mining rule,'Trump signs bill undoing Obama coal mining rule' https://t.co/yMfT5r5RGh,'Trump signs bill undoing Obama coal mining rule',trump sign bill undoing obama coal mining rule,-0.18000000000000682,-0.0007685082401161593,-0.3100000000000023,-0.0013235419690889004,-0.18999999999999773,-0.0008112031423447943,-0.020000000000010232,-8.538980445739148e-05
1.0651e+18,AMERICA FIRST!,157446,34373,2018-11-21 04:40:00,2018-11-21 12:40:00,2018-11-21,12:40:00,12,2018,11,america first,AMERICA FIRST!,AMERICA FIRST!,america first,0.13999999999998636,0.0005253283302063278,-0.05500000000000682,-0.00020637898686681733,0.2400000000000091,0.0009005628517823981,0.27899999999999636,0.0010469043151969844
1.05848e+18,"JOBS, JOBS, JOBS! #MAGA https://t.co/ZqPjsPUX0t",50814,12836,2018-02-11 22:14:00,2018-02-12 06:14:00,2018-02-12,06:14:00,6,2018,2,job job job,"JOBS, JOBS, JOBS! #MAGA https://t.co/ZqPjsPUX0t","JOBS, JOBS, JOBS!",job job job,-0.17000000000001592,-0.0006423092908150373,-0.36000000000001364,-0.0013601843805494149,-0.160000000000025,-0.000604526391355367,0.06999999999999318,0.000264480296217906
1.05087e+18,https://t.co/HHTwwbuKa2,39087,8232,2018-12-10 22:02:00,2018-12-11 06:02:00,2018-12-11,06:02:00,6,2018,12,,https://t.co/HHTwwbuKa2,,,0.9399999999999977,0.003538890143814463,0.8799999999999955,0.0033130035388901267,0.5600000000000023,0.002108274979293736,0.2400000000000091,0.0009035464196973462
1.0462e+18,https://t.co/BxlF4grr9k,54237,12617,2018-09-30 00:51:00,2018-09-30 08:51:00,2018-09-30,08:51:00,8,2018,9,,https://t.co/BxlF4grr9k,,,0.02660714285713084,9.121391735825194e-05,0.01995535714286234,6.841043801873767e-05,0.013303571428593841,4.5606958679223405e-05,0.006651785714325342,2.2803479339709135e-05
1.04106e+18,Thank you @nycemergencymgt! https://t.co/8jR4DLm99t,30020,5917,2018-09-15 20:26:00,2018-09-16 04:26:00,2018-09-16,04:26:00,4,2018,9,thank,Thank you @nycemergencymgt! https://t.co/8jR4DLm99t,Thank you !,thank you,-0.006785714285740596,-2.334588946271033e-05,-0.005089285714291236,-1.7509417096983855e-05,-0.0033928571428418763,-1.1672944731257382e-05,-0.0016964285714493599,-5.836472365726474e-06
1.04043e+18,Gina is Great! https://t.co/TyLQ2W42y5,35481,7208,2018-09-14 02:37:00,2018-09-14 10:37:00,2018-09-14,10:37:00,10,2018,9,gina great,Gina is Great! https://t.co/TyLQ2W42y5,Gina is Great!,gina is great,0.11000000000001364,0.00037801986322558726,0.07999999999998408,0.0002749235368912474,0.20999999999997954,0.0007216742843395977,-0.03500000000002501,-0.00012027904739003063
1.03789e+18,MAKE AMERICA GREAT AGAIN! https://t.co/RPOYiqsHHH,57264,13708,2018-07-09 02:38:00,2018-07-09 10:38:00,2018-07-09,10:38:00,10,2018,7,make america great,MAKE AMERICA GREAT AGAIN! https://t.co/RPOYiqsHHH,MAKE AMERICA GREAT AGAIN!,make america great again,0.42500000000001137,0.001534739274880873,0.5600000000000023,0.0020222446916076924,0.3299999999999841,0.0011916799075544708,0.08999999999997499,0.0003250036111511447
1.03491e+18,#StopTheBias https://t.co/xqz599iQZw,90355,31460,2018-08-29 20:55:00,2018-08-30 04:55:00,2018-08-30,04:55:00,4,2018,8,,#StopTheBias https://t.co/xqz599iQZw,,,0.03000000000002956,0.00010312822275706277,0.08500000000003638,0.00029219663114484834,0.0,0.0,0.040000000000020464,0.0001375042970093519
9.66119e+17,"So true, thank you! https://t.co/9TTXlfokYz",82845,17050,2018-02-21 01:14:00,2018-02-21 09:14:00,2018-02-21,09:14:00,9,2018,2,true thank,"So true, thank you! https://t.co/9TTXlfokYz","So true, thank you!",so true thank you,1.0625,0.00391315556865056,1.2000000000000455,0.004419563936358447,1.2800000000000296,0.004714201532115607,0.35000000000002274,0.0012890394814379152
1.01994e+18,“Trump recognized Russian Meddling MANY TIMES.” https://t.co/Da8T8SUsCE,2539,809,2018-07-19 01:27:00,2018-07-19 09:27:00,2018-07-19,09:27:00,9,2018,7,trump recognized russian meddling many time,“Trump recognized Russian Meddling MANY TIMES.” https://t.co/Da8T8SUsCE,“Trump recognized Russian Meddling MANY TIMES.”,trump recognized russian meddling many time,-0.3699999999999477,-0.0013201084629654194,-0.3599999999999568,-0.0012844298558582733,-0.7399999999999523,-0.0026402169259310414,0.19000000000005457,0.0006778935350365869
9.48319e+17,"Congratulations to Senator Orrin Hatch on an absolutely incredible career. He has been a tremendous supporter, and I will never forget the (beyond kind) statements he has made about me as President. He is my friend and he will be greatly missed in the U.S. Senate! https://t.co/0VjzLEeHTl",53678,9691,2018-02-01 22:23:00,2018-02-02 06:23:00,2018-02-02,06:23:00,6,2018,2,congratulation senator orrin hatch absolutely incredible career ha tremendous supporter never forget beyond kind statement ha made president friend greatly missed u senate,"Congratulations to Senator Orrin Hatch on an absolutely incredible career. He has been a tremendous supporter, and I will never forget the (beyond kind) statements he has made about me as President. He is my friend and he will be greatly missed in the U.S. Senate! https://t.co/0VjzLEeHTl","Congratulations to Senator Orrin Hatch on an absolutely incredible career. He has been a tremendous supporter, and I will never forget the (beyond kind) statements he has made about me as President. He is my friend and he will be greatly missed in the U.S. Senate!",congratulation to senator orrin hatch on an absolutely incredible career he ha been a tremendous supporter and i will never forget the beyond kind statement he ha made about me a president he is my friend and he will be greatly missed in the u s senate,0.05999999999994543,0.00021430867592936895,-0.060000000000002274,-0.000214308675929572,-0.21000000000003638,-0.0007500803657536035,-0.37000000000000455,-0.0013215701682323267
9.48356e+17,"North Korean Leader Kim Jong Un just stated that the “Nuclear Button is on his desk at all times.” Will someone from his depleted and food starved regime please inform him that I too have a Nuclear Button, but it is a much bigger &amp, more powerful one than his, and my Button works!",430222,153496,2018-03-01 00:49:00,2018-03-01 08:49:00,2018-03-01,08:49:00,8,2018,3,north korean leader kim jong un stated nuclear button desk time someone depleted food starved regime please inform nuclear button much bigger amp powerful one button work,"North Korean Leader Kim Jong Un just stated that the “Nuclear Button is on his desk at all times.” Will someone from his depleted and food starved regime please inform him that I too have a Nuclear Button, but it is a much bigger &amp, more powerful one than his, and my Button works!","North Korean Leader Kim Jong Un just stated that the “Nuclear Button is on his desk at all times.” Will someone from his depleted and food starved regime please inform him that I too have a Nuclear Button, but it is a much bigger &amp, more powerful one than his, and my Button works!",north korean leader kim jong un just stated that the nuclear button is on his desk at all time will someone from his depleted and food starved regime please inform him that i too have a nuclear button but it is a much bigger amp more powerful one than his and my button work,-0.6400000000000432,-0.002356927156220237,0.20999999999997954,0.0007733667231346377,0.37000000000000455,0.0013625985121897492,0.22999999999996135,0.0008470206967664481
9.4836e+17,"I will be announcing THE MOST DISHONEST &amp, CORRUPT MEDIA AWARDS OF THE YEAR on Monday at 5:00 o’clock. Subjects will cover Dishonesty &amp, Bad Reporting in various categories from the Fake News Media. Stay tuned!",164894,39474,2018-03-01 01:05:00,2018-03-01 09:05:00,2018-03-01,09:05:00,9,2018,3,announcing dishonest amp corrupt medium award year monday oclock subject cover dishonesty amp bad reporting various category fake news medium stay tuned,"I will be announcing THE MOST DISHONEST &amp, CORRUPT MEDIA AWARDS OF THE YEAR on Monday at 5:00 o’clock. Subjects will cover Dishonesty &amp, Bad Reporting in various categories from the Fake News Media. Stay tuned!","I will be announcing THE MOST DISHONEST &amp, CORRUPT MEDIA AWARDS OF THE YEAR on Monday at :00 o’clock. Subjects will cover Dishonesty &amp, Bad Reporting in various categories from the Fake News Media. Stay tuned!",i will be announcing the most dishonest amp corrupt medium award of the year on monday at o clock subject will cover dishonesty amp bad reporting in various category from the fake news medium stay tuned,-0.5,-0.001840061826077356,-0.9800000000000182,-0.003606521179111685,0.07999999999998408,0.0002944098921723184,0.15999999999996817,0.0005888197843446368
9.48404e+17,"“President Trump has something now he didn’t have a year ago, that is a set of accomplishments that nobody can deny. The accomplishments are there, look at his record, he has had a very significant first year.” @LouDobbs Show,David Asman &amp, Ed Rollins",82534,16495,2018-03-01 04:03:00,2018-03-01 12:03:00,2018-03-01,12:03:00,12,2018,3,president trump ha something didnt year ago set accomplishment nobody deny accomplishment look record ha significant first year show david asman amp ed rollins,"“President Trump has something now he didn’t have a year ago, that is a set of accomplishments that nobody can deny. The accomplishments are there, look at his record, he has had a very significant first year.” @LouDobbs Show,David Asman &amp, Ed Rollins","“President Trump has something now he didn’t have a year ago, that is a set of accomplishments that nobody can deny. The accomplishments are there, look at his record, he has had a very significant first year.” Show,David Asman &amp, Ed Rollins",president trump ha something now he didn t have a year ago that is a set of accomplishment that nobody can deny the accomplishment are there look at his record he ha had a very significant first year show david asman amp ed rollins,-2.019999999999982,-0.00745057539097072,-0.7200000000000273,-0.00265565063440553,-1.2699999999999818,-0.0046842726467983984,-0.32979999999997744,-0.0012164355267039592
9.48722e+17,"Melania and I are deeply saddened by the death of Thomas S. Monson, a beloved President of the Church of Jesus Christ of Latter-day Saints...https://t.co/ETD3fWtfU3",50667,10029,2018-04-01 01:06:00,2018-04-01 09:06:00,2018-04-01,09:06:00,9,2018,4,melania deeply saddened death thomas monson beloved president church jesus christ latterday saint,"Melania and I are deeply saddened by the death of Thomas S. Monson, a beloved President of the Church of Jesus Christ of Latter-day Saints...https://t.co/ETD3fWtfU3","Melania and I are deeply saddened by the death of Thomas S. Monson, a beloved President of the Church of Jesus Christ of Latter-day Saints...",melania and i are deeply saddened by the death of thomas s monson a beloved president of the church of jesus christ of latterday saint,-0.005875000000003183,-2.235616578058977e-05,-0.004406249999988177,-1.6767124335388252e-05,-0.0029375000000300133,-1.1178082890403038e-05,-0.0014687500000150067,-5.589041445201519e-06
9.48738e+17,"“Some 40 U.S. companies have responded to President Trump’s tax cut and reform victory in Congress last year by handing out bonuses up to $2,000, increases in 401k matches and spending on charity, a much higher number than previously known.” https://t.co/bmWrwWzxMR",57755,13178,2018-04-01 02:07:00,2018-04-01 10:07:00,2018-04-01,10:07:00,10,2018,4,u company responded president trump tax cut reform victory congress last year handing bonus increase k match spending charity much higher number previously known,"“Some 40 U.S. companies have responded to President Trump’s tax cut and reform victory in Congress last year by handing out bonuses up to $2,000, increases in 401k matches and spending on charity, a much higher number than previously known.” https://t.co/bmWrwWzxMR","“Some U.S. companies have responded to President Trump’s tax cut and reform victory in Congress last year by handing out bonuses up to $2,000, increases in k matches and spending on charity, a much higher number than previously known.”",some u s company have responded to president trump s tax cut and reform victory in congress last year by handing out bonus up to increase in k match and spending on charity a much higher number than previously known,-0.005875000000003183,-2.2356673920256708e-05,-0.004406249999988177,-1.6767505440138454e-05,-0.0029375000000300133,-1.117833696023651e-05,-0.0014687500000150067,-5.589168480118255e-06
9.48739e+17,"Stock Market had another good day but, now that the Tax Cut Bill has passed, we have tremendous upward potential. Dow just short of 25,000, a number that few thought would be possible this soon into my administration. Also, unemployment went down to 4.1%. Only getting better!",90710,15696,2018-04-01 02:11:00,2018-04-01 10:11:00,2018-04-01,10:11:00,10,2018,4,stock market another good day tax cut bill ha passed tremendous upward potential dow short number thought would possible soon administration also unemployment went getting better,"Stock Market had another good day but, now that the Tax Cut Bill has passed, we have tremendous upward potential. Dow just short of 25,000, a number that few thought would be possible this soon into my administration. Also, unemployment went down to 4.1%. Only getting better!","Stock Market had another good day but, now that the Tax Cut Bill has passed, we have tremendous upward potential. Dow just short of , a number that few thought would be possible this soon into my administration. Also, unemployment went down to %. Only getting better!",stock market had another good day but now that the tax cut bill ha passed we have tremendous upward potential dow just short of a number that few thought would be possible this soon into my administration also unemployment went down to only getting better,-0.005875000000003183,-2.235670724169762e-05,-0.00440625000004502,-1.676753043143545e-05,-0.0029375000000300133,-1.1178353620956966e-05,-0.0014687500000150067,-5.589176810478483e-06
9.49066e+17,"Thank you to the great Republican Senators who showed up to our mtg on immigration reform. We must BUILD THE WALL, stop illegal immigration, end chain migration &amp, cancel the visa lottery. The current system is unsafe &amp, unfair to the great people of our country - time for change!",116304,23628,2018-04-01 23:53:00,2018-04-02 07:53:00,2018-04-02,07:53:00,7,2018,4,thank great republican senator showed mtg immigration reform must build wall stop illegal immigration end chain migration amp cancel visa lottery current system unsafe amp unfair great people country time change,"Thank you to the great Republican Senators who showed up to our mtg on immigration reform. We must BUILD THE WALL, stop illegal immigration, end chain migration &amp, cancel the visa lottery. The current system is unsafe &amp, unfair to the great people of our country - time for change!","Thank you to the great Republican Senators who showed up to our mtg on immigration reform. We must BUILD THE WALL, stop illegal immigration, end chain migration &amp, cancel the visa lottery. The current system is unsafe &amp, unfair to the great people of our country - time for change!",thank you to the great republican senator who showed up to our mtg on immigration reform we must build the wall stop illegal immigration end chain migration amp cancel the visa lottery the current system is unsafe amp unfair to the great people of our country time for change,0.19999999999998863,0.0007621079907022391,0.12000000000000455,0.00045726479442138683,0.01999999999998181,7.621079907015894e-05,0.12000000000000455,0.00045726479442138683
9.49071e+17,MAKING AMERICA GREAT AGAIN! https://t.co/iONbr1DkVk,79061,17547,2018-05-01 00:11:00,2018-05-01 08:11:00,2018-05-01,08:11:00,8,2018,5,making america great,MAKING AMERICA GREAT AGAIN! https://t.co/iONbr1DkVk,MAKING AMERICA GREAT AGAIN!,making america great again,-0.23999999999995225,-0.0009083683433630532,0.20000000000004547,0.0007569736194695337,0.2400000000000091,0.0009083683433632683,0.1400000000000432,0.0005298815336287166
9.49127e+17,"I authorized Zero access to White House (actually turned him down many times) for author of phony book! I never spoke to him for book. Full of lies, misrepresentations and sources that don’t exist. Look at this guy’s past and watch what happens to him and Sloppy Steve!",84431,18374,2018-05-01 03:52:00,2018-05-01 11:52:00,2018-05-01,11:52:00,11,2018,5,authorized zero access white house actually turned many time author phony book never spoke book full lie misrepresentation source dont exist look guy past watch happens sloppy steve,"I authorized Zero access to White House (actually turned him down many times) for author of phony book! I never spoke to him for book. Full of lies, misrepresentations and sources that don’t exist. Look at this guy’s past and watch what happens to him and Sloppy Steve!","I authorized Zero access to White House (actually turned him down many times) for author of phony book! I never spoke to him for book. Full of lies, misrepresentations and sources that don’t exist. Look at this guy’s past and watch what happens to him and Sloppy Steve!",i authorized zero access to white house actually turned him down many time for author of phony book i never spoke to him for book full of lie misrepresentation and source that don t exist look at this guy s past and watch what happens to him and sloppy steve,-0.15500000000002956,-0.0005895553611503159,0.1519999999999868,0.0005781446122246654,-0.040000000000020464,-0.00015214331900658196,0.0049999999999954525,1.9017914875795717e-05
9.49129e+17,"The Fake News Media barely mentions the fact that the Stock Market just hit another New Record and that business in the U.S. is booming...but the people know! Can you imagine if “O” was president and had these numbers - would be biggest story on earth! Dow now over 25,000.",109266,21941,2018-05-01 04:04:00,2018-05-01 12:04:00,2018-05-01,12:04:00,12,2018,5,fake news medium barely mention fact stock market hit another new record business u booming people know imagine wa president number would biggest story earth dow,"The Fake News Media barely mentions the fact that the Stock Market just hit another New Record and that business in the U.S. is booming...but the people know! Can you imagine if “O” was president and had these numbers - would be biggest story on earth! Dow now over 25,000.",The Fake News Media barely mentions the fact that the Stock Market just hit another New Record and that business in the U.S. is booming...but the people know! Can you imagine if “O” was president and had these numbers - would be biggest story on earth! Dow now over .,the fake news medium barely mention the fact that the stock market just hit another new record and that business in the u s is booming but the people know can you imagine if o wa president and had these number would be biggest story on earth dow now over,-0.238900000000001,-0.0009091985085947651,-0.06110000000001037,-0.00023253256121870798,0.2761000000000422,0.0010507731612517872,0.07110000000000127,0.0002705902635457877
9.49496e+17,Good idea Rand! https://t.co/55sqUDiC0s,100976,23528,2018-06-01 04:19:00,2018-06-01 12:19:00,2018-06-01,12:19:00,12,2018,6,good idea rand,Good idea Rand! https://t.co/55sqUDiC0s,Good idea Rand!,good idea rand,0.17999999999994998,0.0006578947368419223,0.12999999999999545,0.0004751461988303927,0.020999999999958163,7.675438596475936e-05,0.0,0.0
9.49499e+17,"Michael Wolff is a total loser who made up stories in order to sell this really boring and untruthful book. He used Sloppy Steve Bannon, who cried when he got fired and begged for his job. Now Sloppy Steve has been dumped like a dog by almost everyone. Too bad! https://t.co/mEeUhk5ZV9",73499,18306,2018-06-01 04:32:00,2018-06-01 12:32:00,2018-06-01,12:32:00,12,2018,6,michael wolff total loser made story order sell really boring untruthful book used sloppy steve bannon cried got fired begged job sloppy steve ha dumped like dog almost everyone bad,"Michael Wolff is a total loser who made up stories in order to sell this really boring and untruthful book. He used Sloppy Steve Bannon, who cried when he got fired and begged for his job. Now Sloppy Steve has been dumped like a dog by almost everyone. Too bad! https://t.co/mEeUhk5ZV9","Michael Wolff is a total loser who made up stories in order to sell this really boring and untruthful book. He used Sloppy Steve Bannon, who cried when he got fired and begged for his job. Now Sloppy Steve has been dumped like a dog by almost everyone. Too bad!",michael wolff is a total loser who made up story in order to sell this really boring and untruthful book he used sloppy steve bannon who cried when he got fired and begged for his job now sloppy steve ha been dumped like a dog by almost everyone too bad,0.25,0.0009137760883073212,0.1500000000000341,0.0005482656529845174,0.11000000000001364,0.00040206147885527124,0.09000000000003183,0.000328959391790752
9.50104e+17,"The Fake News Awards, those going to the most corrupt &amp, biased of the Mainstream Media, will be presented to the losers on Wednesday, January 17th, rather than this coming Monday. The interest in, and importance of, these awards is far greater than anyone could have anticipated!",126448,28946,2018-07-01 20:35:00,2018-07-02 04:35:00,2018-07-02,04:35:00,4,2018,7,fake news award going corrupt amp biased mainstream medium presented loser wednesday january th rather coming monday interest importance award far greater anyone could anticipated,"The Fake News Awards, those going to the most corrupt &amp, biased of the Mainstream Media, will be presented to the losers on Wednesday, January 17th, rather than this coming Monday. The interest in, and importance of, these awards is far greater than anyone could have anticipated!","The Fake News Awards, those going to the most corrupt &amp, biased of the Mainstream Media, will be presented to the losers on Wednesday, January th, rather than this coming Monday. The interest in, and importance of, these awards is far greater than anyone could have anticipated!",the fake news award those going to the most corrupt amp biased of the mainstream medium will be presented to the loser on wednesday january th rather than this coming monday the interest in and importance of these award is far greater than anyone could have anticipated,0.05666666666667197,0.0002101307755061876,0.3266666666666538,0.0012113421176237439,0.3566666666666265,0.0013225878223033787,0.3266666666666538,0.0012113421176237439
9.50105e+17,"The Stock Market has been creating tremendous benefits for our country in the form of not only Record Setting Stock Prices, but present and future Jobs, Jobs, Jobs. Seven TRILLION dollars of value created since our big election win!",84850,15850,2018-07-01 20:42:00,2018-07-02 04:42:00,2018-07-02,04:42:00,4,2018,7,stock market ha creating tremendous benefit country form record setting stock price present future job job job seven trillion dollar value created since big election win,"The Stock Market has been creating tremendous benefits for our country in the form of not only Record Setting Stock Prices, but present and future Jobs, Jobs, Jobs. Seven TRILLION dollars of value created since our big election win!","The Stock Market has been creating tremendous benefits for our country in the form of not only Record Setting Stock Prices, but present and future Jobs, Jobs, Jobs. Seven TRILLION dollars of value created since our big election win!",the stock market ha been creating tremendous benefit for our country in the form of not only record setting stock price but present and future job job job seven trillion dollar of value created since our big election win,-0.01999999999998181,-7.410975654938234e-05,0.040000000000020464,0.0001482195130989753,0.1566666666666947,0.0005805264263041268,0.2599999999999909,0.0009634268351428128
9.50206e+17,"“His is turning out to be an enormously consequential presidency. So much so that, despite my own frustration over his missteps, there has never been a day when I wished Hillary Clinton were president. Not one. Indeed, as Trump’s accomplishments accumulate, the mere thought of...",70013,13215,2018-08-01 03:23:00,2018-08-01 11:23:00,2018-08-01,11:23:00,11,2018,8,turning enormously consequential presidency much despite frustration misstep ha never day wished hillary clinton president one indeed trump accomplishment accumulate mere thought,"“His is turning out to be an enormously consequential presidency. So much so that, despite my own frustration over his missteps, there has never been a day when I wished Hillary Clinton were president. Not one. Indeed, as Trump’s accomplishments accumulate, the mere thought of...","“His is turning out to be an enormously consequential presidency. So much so that, despite my own frustration over his missteps, there has never been a day when I wished Hillary Clinton were president. Not one. Indeed, as Trump’s accomplishments accumulate, the mere thought of...",his is turning out to be an enormously consequential presidency so much so that despite my own frustration over his misstep there ha never been a day when i wished hillary clinton were president not one indeed a trump s accomplishment accumulate the mere thought of,-0.7700000000000387,-0.002735637901019784,-0.6674000000000433,-0.0023711230326501696,-0.6100000000000136,-0.0021671936618467814,-0.35000000000002274,-0.0012434717731908292
9.50207e+17,"...Clinton in the WH, doubling down on Barack Obama’s failed policies, washes away any doubts that America made the right choice. This was truly a change election — and the changes Trump is bringing are far-reaching &amp, necessary.” Thank you Michael Goodwin! https://t.co/4fHNcx2Ydg",70174,14702,2018-08-01 03:24:00,2018-08-01 11:24:00,2018-08-01,11:24:00,11,2018,8,clinton wh doubling barack obamas failed policy wash away doubt america made right choice wa truly change election change trump bringing farreaching amp necessary thank michael goodwin,"...Clinton in the WH, doubling down on Barack Obama’s failed policies, washes away any doubts that America made the right choice. This was truly a change election — and the changes Trump is bringing are far-reaching &amp, necessary.” Thank you Michael Goodwin! https://t.co/4fHNcx2Ydg","...Clinton in the WH, doubling down on Barack Obama’s failed policies, washes away any doubts that America made the right choice. This was truly a change election — and the changes Trump is bringing are far-reaching &amp, necessary.” Thank you Michael Goodwin!",clinton in the wh doubling down on barack obama s failed policy wash away any doubt that america made the right choice this wa truly a change election and the change trump is bringing are farreaching amp necessary thank you michael goodwin,-0.9799999999999613,-0.003480978936525278,-0.7399999999999523,-0.002628494299008817,-0.5699999999999932,-0.0020246510141014927,-0.2999999999999545,-0.0010656057968953738
9.50502e+17,We have been working every day to DELIVER for America’s Farmers just as they work every day to deliver FOR US. #AFBF18 https://t.co/QDH7fvFkZ7,49232,9116,2018-08-01 22:58:00,2018-08-02 06:58:00,2018-08-02,06:58:00,6,2018,8,working every day deliver america farmer work every day deliver u,We have been working every day to DELIVER for America’s Farmers just as they work every day to deliver FOR US. #AFBF18 https://t.co/QDH7fvFkZ7,We have been working every day to DELIVER for America’s Farmers just as they work every day to deliver FOR US.,we have been working every day to deliver for america s farmer just a they work every day to deliver for u,0.30000000000001137,0.0010751917425274582,0.25,0.0008959931187728479,0.28000000000002956,0.0010035122930256955,0.160000000000025,0.0005734355960147123
9.50502e+17,"In every decision we make, we are honoring America’s PROUD FARMING LEGACY. Years of crushing taxes, crippling regs, &amp, corrupt politics left our communities hurting, our economy stagnant, &amp, millions of hardworking Americans COMPLETELY FORGOTTEN. But they are not forgotten ANYMORE! https://t.co/MdYS7xnukQ",69129,14128,2018-08-01 22:59:00,2018-08-02 06:59:00,2018-08-02,06:59:00,6,2018,8,every decision make honoring america proud farming legacy year crushing tax crippling regs amp corrupt politics left community hurting economy stagnant amp million hardworking american completely forgotten forgotten anymore,"In every decision we make, we are honoring America’s PROUD FARMING LEGACY. Years of crushing taxes, crippling regs, &amp, corrupt politics left our communities hurting, our economy stagnant, &amp, millions of hardworking Americans COMPLETELY FORGOTTEN. But they are not forgotten ANYMORE! https://t.co/MdYS7xnukQ","In every decision we make, we are honoring America’s PROUD FARMING LEGACY. Years of crushing taxes, crippling regs, &amp, corrupt politics left our communities hurting, our economy stagnant, &amp, millions of hardworking Americans COMPLETELY FORGOTTEN. But they are not forgotten ANYMORE!",in every decision we make we are honoring america s proud farming legacy year of crushing tax crippling regs amp corrupt politics left our community hurting our economy stagnant amp million of hardworking american completely forgotten but they are not forgotten anymore,0.28000000000002956,0.0010034763287102805,0.2400000000000091,0.0008601225674658966,0.25,0.0008959610077769417,0.18000000000000682,0.0006450919255994224
